iter	Logloss
588	0.1679109623
589	0.167574673
590	0.1672241371
591	0.1668381283
592	0.166644843
593	0.1663949236
594	0.1662803335
595	0.1661962303
596	0.1660570479
597	0.1658287991
598	0.1656526268
599	0.1654820827
600	0.1653584401
601	0.1651998225
602	0.1650195148
603	0.164818266
604	0.1645321313
605	0.1643171389
606	0.1641510503
607	0.1639570813
608	0.1638415682
609	0.1637336321
610	0.1636418933
611	0.1633082899
612	0.1631129014
613	0.1629223024
614	0.1625505321
615	0.1623712385
616	0.162207699
617	0.1620092741
618	0.1617621898
619	0.1616761179
620	0.1615045673
621	0.1613831781
622	0.1611272018
623	0.1610091299
624	0.1607354387
625	0.1605867159
626	0.1605543913
627	0.1603820776
628	0.1601723257
629	0.1599546056
630	0.1598809739
631	0.1597065084
632	0.1594448773
633	0.1593193506
634	0.1591439246
635	0.1589191508
636	0.1587833186
637	0.1585612847
638	0.1584381227
639	0.1584000353
640	0.1582171827
641	0.1580693473
642	0.1579757135
643	0.1578386713
644	0.1575083602
645	0.1573745626
646	0.1572773706
647	0.1570284921
648	0.1570014131
649	0.1567190939
650	0.1564492903
651	0.1563598329
652	0.1561272751
653	0.1558082267
654	0.1555457222
655	0.1553504002
656	0.1551559029
657	0.1550438071
658	0.1549463649
659	0.1546509549
660	0.1544706759
661	0.1541986956
662	0.1539534546
663	0.1536316285
664	0.1533549104
665	0.1532322633
666	0.1531157047
667	0.1529471521
668	0.152841081
669	0.1527266578
670	0.1525151925
671	0.1524393692
672	0.1522333803
673	0.1519940855
674	0.1518936898
675	0.1517805304
676	0.1515970309
677	0.1514844862
678	0.1514055225
679	0.1511481399
680	0.1509755189
681	0.1508433691
682	0.15068766
683	0.1506098233
684	0.1502840164
685	0.1501575001
686	0.1499725168
687	0.1498340897
688	0.1496801765
689	0.1495463264
690	0.1493405581
691	0.1492265287
692	0.1489801551
693	0.14883544
694	0.1486631096
695	0.1485293275
696	0.1484102405
697	0.1482214513
698	0.1478879209
699	0.147737474
700	0.1475139871
701	0.147298093
702	0.1471290774
703	0.1469353088
704	0.1468377537
705	0.1467651667
706	0.146536666
707	0.1463840722
708	0.1462445606
709	0.1460274881
710	0.1457943739
711	0.1457550808
712	0.1456493648
713	0.1455728849
714	0.1454799493
715	0.1453067898
716	0.1449834374
717	0.1449072052
718	0.1447281927
719	0.1445612645
720	0.1444557163
721	0.1442876768
722	0.1440585878
723	0.1439460083
724	0.14376802
725	0.1437130104
726	0.1436279242
727	0.1434672389
728	0.1432453601
729	0.1430532021
730	0.1429122452
731	0.1426430775
732	0.1424890028
733	0.142364675
734	0.1422026199
735	0.1420084767
736	0.1419153611
737	0.1417416828
738	0.1415571823
739	0.1414410767
740	0.1413241822
741	0.1411574403
742	0.1410503071
743	0.1408676934
744	0.1407339852
745	0.1406196151
746	0.1405182671
747	0.14026313
748	0.1400857897
749	0.139958638
750	0.1398301478
751	0.1395948359
752	0.1394126203
753	0.1392047718
754	0.1390498811
755	0.1389147515
756	0.1387941047
757	0.1386337565
758	0.1384844794
759	0.1382959099
760	0.1381986617
761	0.1379908964
762	0.1378428727
763	0.137596691
764	0.1373971202
765	0.1372343048
766	0.1371848982
767	0.1370276794
768	0.1369433414
769	0.1367507234
770	0.1366205807
771	0.1363997888
772	0.136190763
773	0.1360657867
774	0.13595298
775	0.1358395475
776	0.1357516235
777	0.135591761
778	0.1354220422
779	0.1353171075
780	0.1352155558
781	0.1350917007
782	0.1349214742
783	0.1347074896
784	0.134558209
785	0.134414728
786	0.1341475109
787	0.133949194
788	0.1337425989
789	0.1335648737
790	0.1335083448
791	0.1334114866
792	0.1332832422
793	0.1332390817
794	0.1330054407
795	0.1329719239
796	0.1328178728
797	0.1326262632
798	0.1324538653
799	0.1323732306
800	0.1322542146
801	0.1319751342
802	0.1318607422
803	0.1317183162
804	0.1315733573
805	0.1313694542
806	0.1312610421
807	0.131138824
808	0.1310048676
809	0.1308811897
810	0.1306347855
811	0.1304603947
812	0.1303379899
813	0.1302071927
814	0.1300638702
815	0.129986403
816	0.1299456842
817	0.1298819583
818	0.1297653905
819	0.1295764251
820	0.1295130906
821	0.129360378
822	0.1292176359
823	0.1290214351
824	0.1287041499
825	0.1285531012
826	0.1283853342
827	0.1282173584
828	0.1280428219
829	0.1279403268
830	0.127803057
831	0.1276431954
832	0.1275093092
833	0.1273625817
834	0.1271908291
835	0.1270896071
836	0.1269653622
837	0.1268267407
838	0.1266446224
839	0.1265149804
840	0.1264018174
841	0.1262102984
842	0.1260437818
843	0.1258570434
844	0.1258215995
845	0.1256911275
846	0.1255975655
847	0.1254096291
848	0.1252601521
849	0.1252004538
850	0.1251201893
851	0.1249520842
852	0.1248061679
853	0.1246451156
854	0.1245210037
855	0.1243536588
856	0.1242512166
857	0.1241237978
858	0.1239804252
859	0.1239586542
860	0.1238735315
861	0.1238195795
862	0.1237406258
863	0.1236466655
864	0.1235053938
865	0.1234468443
866	0.1232273551
867	0.1230454048
868	0.1228847018
869	0.122644201
870	0.1225649747
871	0.1224400743
872	0.1223422512
873	0.1222046826
874	0.1220012069
875	0.1218660047
876	0.121806959
877	0.1216524845
878	0.1215078041
879	0.1212538882
880	0.1211030815
881	0.1209626175
882	0.120842931
883	0.1206483112
884	0.1205084479
885	0.1204367154
886	0.120319963
887	0.120224416
888	0.1201529939
889	0.1200387653
890	0.1199136187
891	0.1198992913
892	0.1197731559
893	0.1196531618
894	0.1195813396
895	0.1194252357
896	0.1193248238
897	0.1192153006
898	0.1191222781
899	0.1190206984
900	0.1189325706
901	0.1187936822
902	0.1187511392
903	0.1187033287
904	0.1185953051
905	0.1184619884
906	0.1184069715
907	0.1183014407
908	0.1180593565
909	0.1179682287
910	0.1178763972
911	0.1177602919
912	0.1176043601
913	0.1174017473
914	0.1171889862
915	0.1170362959
916	0.1168632094
917	0.1168202134
918	0.1166610841
919	0.116493344
920	0.1163731545
921	0.1163231282
922	0.1162164725
923	0.1160651374
924	0.1159153698
925	0.1157899068
926	0.1157147888
927	0.1155586891
928	0.1155367512
929	0.115432286
930	0.1153030871
931	0.115160973
932	0.1151111775
933	0.1150409323
934	0.1149235319
935	0.1147804033
936	0.1147372211
937	0.1145701552
938	0.1143959973
939	0.114267601
940	0.114232686
941	0.1140179949
942	0.1139295364
943	0.1138457192
944	0.1136978049
945	0.1135716738
946	0.1134328115
947	0.1133186322
948	0.1132171473
949	0.1132042547
950	0.113080338
951	0.1130204338
952	0.112945598
953	0.1128213314
954	0.1127084699
955	0.1126491301
956	0.1125910106
957	0.1125165094
958	0.1122886896
959	0.112084779
960	0.1118961872
961	0.1117483489
962	0.1116499291
963	0.1115486197
964	0.111363753
965	0.1112522859
966	0.1111925833
967	0.1110908632
968	0.1109673577
969	0.1108396811
970	0.1107118791
971	0.1106526898
972	0.110581989
973	0.1104267528
974	0.1102305432
975	0.1100392624
976	0.1100033387
977	0.1098606398
978	0.1097300945
979	0.1096396643
980	0.1094868362
981	0.1093309507
982	0.1092373984
983	0.1091837303
984	0.1090745311
985	0.1090035994
986	0.1089582697
987	0.1088044349
988	0.1086847015
989	0.1085412764
990	0.1083799045
991	0.1082242854
992	0.1081671395
993	0.1079667756
994	0.1078434275
995	0.1076879909
996	0.1075998843
997	0.107508697
998	0.1073811088
999	0.1072216842
534758
996	0.09307138782
997	0.09299436294
998	0.09281500199
999	0.09271379368
3982929
2
